date,Klant 1,Klant 2,Klant 3,Klant 4,Klant 5,Klant 6,Klant 8,Klant 9,Klant 10,Klant 11,Klant 13,Klant 14,Klant 15,Klant 16,Klant 17,Klant 18,Klant 19,Klant 20,Klant 21,Klant 22,Klant 23,Klant 24,Klant 25,Klant 26,Klant 27,Klant 28,Klant 29,Klant 30,Klant 31,Klant 32,Klant 33,Klant 34,Klant 35,Klant 36,Klant 37,Klant 38,Klant 39,Klant 40,Klant 41,Klant 42,Klant 43,Klant 44,Klant 45,Klant 46,Klant 47,Klant 48,Klant 49,Klant 50,Klant 51,Klant 52,Klant 53,Klant 55,Klant 57,Klant 58,Klant 59,Klant 60,Klant 61,Klant 62,Klant 63,Klant 64,Klant 65,Klant 66,Klant 67,Klant 68,Klant 69,Klant 70,Klant 71,Klant 72,Klant 73,Klant 74,Klant 75,Klant 76,Klant 77,Klant 78,Klant 79,Klant 80,Klant 81,Klant 82
2013-03-29,  13.958864,  24.123937,   6.984883,   4.820458,   7.354972,   9.899734,  10.535109,  11.281673,   8.826585,   8.125309,   2.052590,   9.099975,   4.583282,   7.412657,   0.072029,   8.302310,   7.425347,   0.090310,   3.733171,   7.383703,   0.280659,   6.781919,   7.622910,   8.582714,   0.000000,   6.835033,   6.917913,   7.338127,  14.079234,  10.011106,   6.685902,   9.430842,   8.795343,   0.443879,  10.290856,  14.103128,   7.479522,   8.535060,   7.829631,  10.075166,   5.097450,   9.901839,   5.503683,  11.445384,  11.954170,   7.398730,  12.529007,  10.433943,  10.906277,   8.868593,  10.258691,  12.482344,   8.141276,   8.389213,  11.193061,   7.669107,  18.268684,   8.563712,  10.823749,  11.715153,  11.000656,   8.213256,   8.071084,   7.576325,   9.024470,   6.120925,  14.252883,   5.888096,   6.365303,   3.719777,,  10.178696,   6.239223,   7.250082,  22.153875,  15.566575,   5.144193,   5.256988
2013-03-30,  12.801363,  12.169497,   5.381703,   0.748469,   6.853158,  10.128931,   9.836120,  10.239398,   7.619646,   7.823941,   6.981707,   6.627283,   3.377491,   6.003989,   0.052202,   6.650302,   4.896495,   0.044100,   3.648627,   1.279925,   0.016163,   5.839643,   7.066076,   4.094026,   0.000000,   0.785754,   7.365858,   6.391306,  16.851894,   7.494172,   3.962323,   8.124792,  12.456369,   0.075817,   8.409909,   8.655363,   8.110693,   3.966110,   7.242816,   7.730751,   4.854602,   7.914416,   4.612699,  10.523785,   9.225166,   6.361605,  13.694533,   9.448855,  10.560890,   6.320799,   9.737970,  11.884970,   5.527305,   7.902473,  10.367098,   7.164061,  15.968826,   8.174373,  10.778175,   9.304369,  10.196657,   1.248718,   6.879156,   6.192156,   7.594616,   3.817940,  12.262048,   4.769898,  12.671017,   4.232190,,   8.713634,   6.849786,   5.270072,  21.385788,  15.324746,   7.045740,   5.680023
2013-03-31,  11.085389,  12.969835,   2.565917,   0.689834,   4.870857,   8.001024,   9.155878,  10.685815,   6.824435,   7.909478,   1.896789,   8.013729,   2.535341,   5.246078,   0.024748,   6.919276,   4.786069,   0.000000,   3.558426,   5.385255,   0.118911,   5.032290,   7.008449,   5.387347,   0.000000,   5.069700,   5.767400,  13.770846,  16.762537,   7.134956,   4.608978,   6.962694,   9.580119,   0.237020,   9.963102,  11.230370,   8.263612,   8.594068,   5.711573,   8.650122,   5.696288,   9.458090,   5.598063,  10.209746,  11.419599,   6.030708,  11.232213,   5.526040,   9.782439,   3.194276,   9.090220,   9.750734,   8.372507,   5.845832,   8.661611,   8.325292,  13.459828,   6.092666,   8.526136,   8.158962,   9.361955,   4.442772,   8.340649,   5.817054,   8.028410,   5.302709,  11.491828,   4.766244,   7.490789,   2.514177,   0.000000,  10.366668,   6.618497,   5.059021,  20.198310,  15.795191,   6.505909,   5.716000
2013-04-01,   8.738005,  13.166101,   0.790904,   3.534885,   7.963714,   8.434259,   8.320148,   8.636325,   5.431352,   7.536074,   1.017367,   6.040827,   1.542919,   3.269986,   0.042609,   4.942642,   4.949681,   0.026011,   3.341209,   5.148204,   0.103999,   4.944648,   6.871033,   5.211104,   0.000000,   4.105475,   4.134659,   9.037636,  18.822834,   5.840600,   3.263524,   8.796931,  12.433463,   0.263031,   9.180714,  12.642959,   7.145143,  27.018134,   5.363351,   7.282254,   1.845214,   8.582427,   5.060356,   9.439433,   8.547669,   4.679695,   9.986292,   6.375923,   9.359577,  13.135013,  11.581102,   8.147304,   5.499873,   7.733593,   8.758829,   3.820759,  13.072539,   7.469270,   8.106796,   5.172821,   9.276379,  10.392747,   4.946894,   5.243295,   7.827859,   2.219422,   9.498044,   3.441553,   8.646905,   2.353252,   0.000000,   7.072522,   4.534385,   4.468952,  16.924411,  21.494672,   4.487521,   5.785003
2013-04-02,   8.838909,  15.436826,   4.356942,   1.225457,   8.135305,   4.653142,   8.961654,   8.869968,   6.259534,   7.405015,   0.331871,   8.413140,   1.863818,   3.533907,   0.140012,   3.199944,   2.640916,   0.033518,   2.336576,   5.001465,   0.153699,   4.250104,   6.660630,   4.497399,   0.000000,   2.992792,   5.175351,   4.399558,  19.175647,   8.406685,   2.885511,   7.539883,  14.556721,   0.116787,   8.164442,  10.716060,   6.728393,  13.549156,   5.952658,   7.939426,   1.566976,   8.152755,   3.669517,  10.935682,   6.023660,   5.044319,   9.302811,   8.280191,   8.352223,   7.527169,   8.329862,  10.495863,   6.114073,   8.785998,   7.973309,   2.639824,  12.081087,   6.390088,   8.078656,   5.460327,   9.693753,   7.230629,   6.790992,   6.760761,   7.657386,   3.596676,  10.391054,   2.780727,  11.164966,   2.828820,,   8.450065,   4.398276,   3.329911,  15.925331,  15.784697,   4.421845,   4.550018
2013-04-03,   7.950253,  13.547121,   5.549203,   1.092466,   4.943112,   9.615545,   8.940529,   9.662070,   7.141309,   7.114683,   0.824970,   6.658451,   2.132812,   4.423862,   0.137491,   4.387294,   5.037747,   0.087110,   1.447214,   5.628368,   0.127598,   4.224983,   5.931422,   4.957532,   0.000000,   3.028435,   5.552412,   5.620705,  15.646232,   6.237234,   3.733840,   6.963875,  12.789297,   0.179512,   9.344930,   8.805628,   7.148436,  12.341770,   6.991539,   7.144977,   2.189942,   8.476399,   4.646528,  10.459369,   8.440069,   4.834149,  12.382417,   7.389042,   8.260088,  10.086553,   9.854634,  10.346278,   5.945612,   8.395129,   8.482746,   4.762268,  12.019782,   6.807662,   8.535283,   6.497508,  10.124787,   7.304333,   7.349219,   6.839092,   7.311104,   4.395525,  12.296143,   2.804493,   9.611147,   3.091726,,   7.860593,   5.385104,   2.706510,  17.452695,  14.620896,   4.441775,   4.608001
2013-04-04,   0.000000,   9.724863,   3.734178,   4.125315,   2.883422,  10.854310,  10.038169,  10.207020,   9.600926,   8.732282,   7.696522,   7.589810,   2.468050,   4.711467,   0.096777,   5.727876,   5.544506,   0.049991,   3.039850,   8.915791,   0.027270,   5.180640,   8.150552,   5.671947,   0.000000,   5.275729,   6.308081,   8.523625,  10.710674,   7.119955,   3.735525,   7.732070,  10.956637,   0.225335,  10.138130,  11.100798,   7.495254,  17.563743,   8.219407,   8.041833,   3.269345,   8.656832,   3.019454,  11.889756,  11.340400,   6.145614,  12.987137,  10.300660,  10.371512,  10.896830,  10.375608,  12.307839,   7.255837,  10.146750,   9.932917,   6.472084,  12.800648,   7.574617,   9.121517,   9.684349,  12.963209,   8.125167,   8.199659,   5.738103,   7.802653,   5.449020,  14.096627,   4.292115,  11.182567,   3.283473,,   8.723494,   5.886369,   3.830015,  19.819948,  15.811735,   5.967464,   5.625977
2013-04-05,   0.000000,   9.455025,   6.717067,   2.386486,   2.949013,   8.714742,   8.613866,   8.468488,   4.788348,   6.940339,   1.355324,   7.721502,   1.828280,   4.526556,   0.106843,   4.313956,   5.269162,   0.400001,   1.325396,   5.455872,   0.105329,   4.119867,   6.388933,   4.075016,   0.000000,   3.212236,   5.656425,   4.172625,   5.605391,   8.880765,   5.295001,   8.030444,   8.795066,   0.260434,   7.401441,   9.335959,   6.738486,  13.339929,   5.875539,   5.373655,   1.565805,   8.251872,   5.757169,   9.999808,   6.596732,   5.525333,   9.647318,   8.745393,   9.220377,   9.153053,   8.639021,   7.576807,   5.599300,   8.626432,   7.775781,   3.559397,  10.831893,   6.078419,   8.107488,   6.405163,  11.268335,   7.329759,   5.804663,   3.765260,   6.821675,   3.033165,   9.465038,   2.808739,   5.828299,   2.126568,,   7.731999,   4.242082,   3.268938,  15.324706,  12.645908,   4.726221,   3.867004
2013-04-06,   0.000000,   9.616703,   0.602856,   0.320159,   3.297116,   6.347585,   8.219766,   7.663028,   3.553250,   6.724854,   0.784218,   7.341478,   1.791099,   4.405112,   0.089891,   4.443046,   3.005041,   0.187470,   1.560645,   5.234686,   0.047471,   4.029704,   4.679138,   4.664638,   0.000000,   2.949018,   5.220152,   5.291514,  12.513125,   5.432949,   3.029405,   7.024036,  11.279428,   0.017176,   2.919219,   9.169741,   5.909536,   9.910578,   5.262343,   7.738305,   3.076781,   6.925335,   3.797339,   9.250391,   5.248800,   4.539285,   9.505279,   6.026696,   6.510526,   7.171679,   6.921656,   7.450097,   4.308168,   4.659160,   1.849570,   2.482702,  10.562109,   7.387647,   5.785555,   4.564065,   7.193216,   6.564854,   5.831590,   4.165533,   5.905299,   1.968491,   8.276639,   1.929123,   5.771332,   4.124542,,  12.823290,   5.434551,   4.760345,  14.754742,  14.028901,   2.929754,   3.376007
2013-04-07,   0.000000,   9.669777,   2.637048,   0.901028,   3.255439,   7.187754,   6.956897,   7.320151,   8.229624,   5.409025,   2.557330,   7.298878,   2.086185,   2.110886,   0.000000,   3.748885,   3.425214,   0.000000,   1.920919,   4.838328,   0.035509,   3.979701,   5.420058,   3.025713,   0.000000,   3.662981,   3.974856,   1.653447,  11.986926,   7.045634,   1.786995,   6.349198,   9.152337,   0.161325,   3.808562,   8.826978,   5.503915,  11.370968,   5.507432,   6.152128,   3.818001,   6.989842,   5.160770,   7.751646,   7.727019,   4.794028,   9.012705,   4.535746,   8.197498,   5.982500,   8.376598,   8.055915,   4.210017,   4.265065,   0.000000,   3.047611,  11.648102,   5.784875,   6.603800,   5.187619,   5.923188,   7.202720,   6.587022,   3.292505,   4.544090,   2.427083,  10.247288,   8.561972,  13.582069,   1.922385,,   8.870347,   4.972222,   4.033726,  15.281981,  13.280480,   3.746532,   3.738983
2013-04-08,   0.000000,  12.623099,   0.821328,   5.405659,   2.412611,   7.667367,   8.021940,   8.580678,   6.937528,   7.137772,   1.367770,   5.138898,   1.912320,   4.814075,   0.000000,   4.202857,   3.976376,   0.029759,   3.059919,   6.681509,   0.114072,   4.020562,   6.720257,   3.737029,   0.000000,   2.485342,   4.595380,   7.489363,  10.935092,   5.359540,   3.288503,   7.607751,   9.448226,   0.312687,   9.399780,  11.466039,   6.326050,   8.769351,   5.398241,   4.646058,   1.822669,   8.991391,   4.436133,   9.421148,   9.511516,   4.195263,   9.551734,   5.638734,   8.928638,   6.938562,   9.745576,   9.541671,   4.773488,   7.083177,   0.000000,   4.181729,  10.865417,   6.326940,   8.692230,   7.187089,   6.972549,   4.828540,   6.128130,   5.292370,   6.542055,   3.580619,  10.728869,   7.424842,   5.575183,   2.431391,,   7.442530,   5.964527,   2.888825,  13.788109,  13.898016,   4.848066,   4.097015
2013-04-09,   0.000000,  10.645276,   3.589034,   1.552018,   1.934168,   6.610453,   6.776229,   7.379115,   4.508115,   5.064021,   1.587594,   6.860504,   1.747543,   3.113017,   0.101628,   2.433254,   4.469797,   0.024501,   2.290891,   6.957910,   0.080101,   3.639659,   5.558811,   3.402686,   0.000000,   3.796754,   4.314147,   5.602758,  10.824648,   7.541731,   2.690942,   5.455484,   8.732090,   0.270924,   7.232743,   7.705160,   5.248313,   9.728223,   5.867284,   6.899443,   2.097303,   7.594285,   3.929409,   7.241295,   6.385137,   4.322104,   9.366335,  10.488595,   8.600094,   6.025079,   8.540058,   8.587342,   5.156914,   5.692544,   0.000000,   2.732577,  11.534207,   4.850916,   7.609049,   6.943015,   5.420014,   7.227035,   6.461470,   5.092257,   4.928582,   3.699320,   8.570867,   4.862762,   4.751795,   3.340614,,   6.657101,   3.544830,   2.841867,  13.137173,  11.460897,   3.685282,   3.473999
2013-04-10,   0.235190,   6.161368,   4.246101,   2.908310,   3.679146,   6.053287,   7.242135,   7.249705,   7.693444,   6.073456,   2.314936,   4.860080,   2.292469,   3.660609,   0.162262,   3.769112,   5.819510,   0.153390,   2.345293,   5.755242,   0.075147,   3.624512,   5.434395,   3.775952,   0.000000,   3.786566,   5.151720,   4.443388,   9.319264,   6.341260,   3.995614,   6.344385,   8.687361,   0.251579,   9.404887,   9.041195,   5.156394,  10.942629,   5.961942,   6.398311,   3.961746,   6.745711,   3.944046,   5.995027,   6.228620,   3.026724,   8.940798,   7.511794,   8.738053,   6.313270,   7.507845,   5.160249,   5.197328,   5.075999,   0.000000,   4.831570,  10.930975,   5.729537,   7.286574,   6.538252,   4.709173,   6.141146,   6.392597,   5.183909,   5.267000,   3.966328,  12.299856,   5.139551,  11.059347,   2.343341,,   5.533358,   3.690826,   2.815503,  12.688073,  14.450668,   4.076082,   4.089996
2013-04-11,   4.719060,   9.604915,   0.553964,   0.907349,   6.549210,   7.524083,   8.152851,   9.906057,   9.195419,   7.965103,   0.243710,   9.260680,   2.834210,   5.242262,   0.014699,   4.270476,   4.540131,   0.023698,   3.363796,   4.824067,   0.000000,   5.740789,   5.942613,   3.369465,   0.000000,   3.710249,   5.814821,   4.968602,  11.656992,   7.756000,   4.349043,   6.931939,   8.109595,   0.072018,  11.595375,  11.236742,   5.585449,  11.388353,   6.213202,   7.395909,   4.109379,   8.061392,   4.737295,   9.434458,   9.014962,   5.583905,  11.253545,   8.497490,  11.091042,   7.930987,  10.890106,  14.048145,   7.097187,   6.259734,   0.000000,   8.616134,  13.422725,   7.225097,   9.586498,   9.597606,   6.416079,   5.334821,   5.963436,   5.992961,   5.045044,   3.034740,   6.454425,   1.990253,   8.545839,   3.172997,,   7.514260,   7.332133,   3.788193,  18.379216,  14.904702,   6.708858,   4.575012
2013-04-12,   1.647204,   9.547368,   0.541308,   0.662842,   4.233577,   5.967431,   7.499489,   7.367799,   6.715376,   5.998069,   2.684703,   5.694616,   2.755638,   5.942464,   0.121748,   4.750449,   5.458850,   0.152440,   3.211883,   7.150268,   0.014140,   4.836007,   6.081273,   0.814762,   0.000000,   3.029822,   7.099704,   6.691668,   7.416049,   6.771532,   5.180911,   5.991319,   9.341746,   0.633322,   9.234281,   8.515709,   5.034438,  12.019924,   5.180422,   8.031943,   3.514657,   7.002582,   3.197054,   6.592364,   8.232993,   3.924969,  10.150123,   5.815630,   8.607432,   4.998135,   8.473536,  11.659029,   5.955470,   3.886899,   0.000000,   5.027365,  11.173560,   5.204668,   8.700830,   8.500513,   5.640913,   6.574415,   6.004339,   6.310586,   7.121138,   4.646049,   9.129649,   2.780505,   2.396536,   3.425702,,   7.675626,   4.165955,   3.484060,  15.878054,  12.123015,   5.048837,   4.371003
2013-04-13,  23.817464,  10.088469,   0.512026,   1.440025,   4.136616,   5.403979,   5.856002,   6.024309,   3.790518,   5.278103,   0.232684,   3.820337,   1.596131,   2.675575,   0.096930,   1.948540,   1.847217,   0.068510,   2.471034,   4.778078,   0.047471,   2.656313,   4.401960,   1.349345,   0.000000,   1.936462,   1.768634,   2.417613,  10.875366,   4.318722,   3.438943,   6.388011,   5.833191,   0.176771,   6.390632,  12.461638,   3.652036,   8.565800,   4.832201,   5.898178,   3.861261,   5.835906,   3.958567,   4.994979,   3.823633,   4.091324,   8.130145,   6.855254,   5.402812,   5.690142,   8.021410,   7.664103,   3.893810,   1.863315,   0.000000,   2.098885,   9.590380,   4.515785,   6.020383,   4.555953,   4.714683,   1.571817,   4.487317,   4.276257,   2.050586,   1.726933,   9.769221,   3.537851,   7.537797,   1.279922,,   4.659996,   3.039475,   3.879227,  11.595282,  13.008502,   6.221199,   2.988983
2013-04-14,   3.856901,   7.752586,   0.516235,   2.531417,   1.315293,   3.093898,   4.529604,   3.653458,   2.714814,   3.694533,   1.557791,   4.365067,   1.628739,   2.523748,   0.014280,   1.414966,   0.632979,   0.000000,   2.168313,   2.514041,   0.044073,   2.757894,   3.130575,   2.404423,   0.000000,   1.362604,   2.967417,   1.270755,   5.506913,   4.652196,   2.016989,   2.586030,   3.058946,   0.082948,   1.881425,   6.194158,   1.903842,   3.336519,   4.389938,   4.290885,   1.928998,   4.495862,   1.886871,   1.753262,   2.717849,   2.295825,   5.969244,   3.705459,   5.545011,   2.941836,   0.727912,   4.433966,   2.004363,   1.674668,   0.000000,   2.336935,   5.478871,   2.756971,   4.234096,   1.654783,   2.796584,   2.327921,   2.858199,   3.074844,   3.652954,   0.238694,   5.092223,   2.646112,   6.139842,   1.685390,,   3.177231,   2.356633,   2.279889,   6.389554,   3.747305,   2.412158,   1.882019
2013-04-15,   5.422749,   5.415622,   0.649744,   1.850046,   0.630680,   2.422384,   3.492068,   2.914730,   3.402346,   3.067173,   0.958869,   2.093146,   0.853055,   1.752772,   0.137750,   1.491872,   0.622548,   0.056841,   1.415882,   1.150821,   0.130157,   0.951874,   3.446496,   1.616189,   0.000000,   2.043702,   1.249493,   0.744483,   4.494816,   2.666174,   1.392825,   4.404947,   2.898807,   0.215696,   1.185808,   4.041487,   1.897048,   3.925147,   3.170050,   2.338768,   1.237615,   4.868660,   1.501323,   3.153121,   1.720204,   0.073728,   5.519711,   3.029038,   3.126771,   3.618950,   1.640621,   2.127044,   2.184472,   1.481655,   0.000000,   2.944770,   3.394051,   2.794343,   3.957056,   2.518699,   2.571802,   3.588778,   2.414062,   2.175448,   2.694170,   1.357514,   0.761019,   1.942218,   5.014002,   1.128259,,   1.775840,   1.270827,   1.043484,   5.251406,   9.945861,   3.168890,   1.753998
2013-04-16,   8.907016,   6.901843,   0.487612,   3.467559,   2.030772,   3.460482,   4.644947,   5.526753,   5.524657,   3.909333,   0.696397,   4.906508,   1.431189,   2.784833,   0.056560,   1.893454,   0.495920,   0.035279,   0.903266,   4.324169,   0.144210,   2.969074,   4.531106,   2.640988,   0.000000,   1.374155,   2.280514,   1.678408,   6.119973,   6.051639,   1.561789,   4.058762,   9.405846,   0.179570,   7.485595,   6.422644,   2.556882,   6.876498,   5.055692,   3.670794,   1.855244,   4.892679,   2.282294,   4.950954,   4.000975,   1.171688,   7.323930,   4.848581,   7.521778,   3.164034,   4.209391,   5.830617,   3.316966,   2.667236,   0.000000,   5.463084,   7.556221,   3.727011,   5.597890,   5.435071,   2.759954,   3.839011,   3.616719,   3.658843,   5.523939,   1.812338,   7.576038,   3.201745,   0.555944,   2.083244,,   5.079894,   2.232840,   1.480185,   7.899283,  10.607776,   3.907731,   2.457977
2013-04-17,   7.380826,   5.629079,   0.485708,   1.335415,   2.134649,   4.211931,   4.800485,   4.979134,   3.124188,   4.068187,   2.451316,   5.419610,   1.331744,   4.032296,   0.050499,   2.394463,   2.438244,   0.072430,   1.529495,   3.893896,   0.029289,   2.701047,   3.963836,   2.691852,   0.000000,   2.667034,   3.246876,   0.904165,   5.606401,   3.629017,   3.458938,   4.855542,   5.930613,   0.178143,   6.035364,   5.926018,   2.613096,   6.646285,   4.035232,   3.750164,   2.272186,   4.974260,   2.164076,   3.460822,   3.098342,   3.011562,   7.928968,   8.082978,   5.153849,   3.929477,   4.719449,   6.050378,   3.034565,   2.268253,   0.000000,   2.824863,   7.529029,   3.246129,   4.973519,   3.323972,   4.114577,   3.606400,   4.781187,   2.658890,   3.422908,   2.368006,   9.273782,   3.021761,   8.311724,   2.391709,,   4.636000,   2.772716,   1.449860,   9.410515,  10.102274,   2.341293,   2.835021
2013-04-18,   1.349560,   4.030344,   0.452170,   0.351621,   2.686746,   2.489516,   4.052732,   3.793546,   3.551757,   4.330489,   2.707787,   3.292066,   0.687207,   2.585054,   0.100222,   3.292277,   3.095547,   0.032671,   0.294661,   1.737214,   0.100722,   1.626131,   2.306619,   1.867377,   0.000000,   0.961456,   3.177560,   1.038188,   5.335901,   5.042218,   1.165468,   2.774111,   7.334561,   0.245046,   3.932959,   6.415390,   2.773306,   5.542418,   3.500552,   3.379503,   1.585818,   4.928804,   1.565921,   2.824161,   2.240438,   0.152926,   5.943336,   5.719050,   5.802405,   4.405723,   2.913322,   3.298596,   2.920455,   2.397274,   0.000000,   1.491480,   3.834483,   2.429314,   3.666177,   4.421330,   2.693562,   2.578321,   2.521531,   2.012236,   3.342791,   0.164556,   4.968707,   2.166016,   7.283328,   1.827370,,   2.840375,   2.240510,   1.913446,   6.070158,  10.420858,   4.128709,   2.108979
2013-04-19,   8.076981,   5.842569,   0.509492,   1.460285,   1.971865,   4.115509,   5.631145,   6.114985,   3.385621,   5.056214,   0.524263,   7.304656,   1.220565,   3.655255,   0.177950,   3.505291,   1.296356,   0.073859,   0.607379,   4.893472,   0.092919,   3.016324,   4.632612,   2.698478,   0.000000,   2.411187,   3.470743,   3.011637,   8.585873,   5.053815,   2.565876,   5.887042,   7.930833,   0.164009,   4.793433,   6.501597,   3.904015,   7.864584,   4.570875,   5.181923,   1.953956,   5.138893,   2.734127,   4.870882,   4.581266,,   6.536022,   8.796546,   4.821513,   5.909279,   3.759667,   6.672551,   1.902964,   2.626442,   0.000000,   3.213986,   8.522566,   4.342970,   5.048638,   4.322829,   3.140959,   3.796977,   3.810355,   4.048096,   4.769058,   1.085586,   9.424885,,   2.251393,,,   7.105167,   2.582373,   2.660961,   7.391420,  10.839655,   3.214904,   3.123017
2013-04-20,   7.237086,   7.357547,   0.544634,   2.824387,   3.228773,   5.317058,   5.662159,   6.975997,   3.043004,   5.624614,   0.789496,   6.124880,   1.794668,   2.784515,   0.038378,   2.092466,   1.860333,   0.098740,   1.320376,   4.498949,   0.039392,   3.621337,   4.291692,   2.772927,   0.000000,   1.929266,   2.992460,   3.745000,   8.812905,   5.148044,   1.869290,   6.361853,   9.024145,   0.173984,   5.520263,   6.302656,   4.154082,  10.516542,   5.563576,   4.915630,   2.030593,   6.177514,   3.717861,   4.410469,   3.753566,   2.871974,   6.815438,   6.664089,   5.220919,   3.090231,   4.944250,   7.907550,   3.291413,   3.487719,   0.000000,   1.518729,   6.744029,   4.507827,   2.086151,   3.722245,   4.251321,   4.774237,   4.270198,   2.359263,   4.840771,   0.887402,   5.375492,   2.720835,   4.385912,   2.221295,,   3.676001,   3.703783,   4.896934,  10.976275,  12.999627,   5.204777,   3.740999
2013-04-21,   7.343989,   9.978384,   0.529243,   0.235082,   2.584833,   5.221435,   5.100896,   5.212724,   2.272760,   4.361192,   0.895902,   3.987653,   1.225904,   2.338030,   0.000000,   2.855616,   3.722562,   0.016660,   2.905413,   3.607752,   0.021559,   2.605579,   4.377426,   1.802437,   0.000000,   1.491887,   3.051802,   2.850349,  10.218491,   4.626815,   1.060601,   4.623928,   9.735480,   0.093127,   4.053142,   7.849167,   2.544359,   6.879398,   3.794181,   4.466612,   2.020227,   4.129899,   3.638103,   3.407585,   4.947118,   3.076755,   6.638305,   7.426148,   4.951488,   6.313421,   5.683941,   6.503615,   2.171648,   2.794303,   0.000000,   0.470159,   9.835744,   2.264387,   4.165334,   2.504976,   3.602408,   4.040193,   5.465798,   4.798261,   3.902938,   1.036066,   7.372637,   2.820107,   4.188936,   1.640662,,   6.915580,   2.295904,   3.057975,  10.057992,   8.378740,   3.294931,   3.125001
2013-04-22,   5.869074,   9.532675,   0.509541,   1.383592,   2.563867,   4.546478,   5.517950,   4.911924,   5.129397,   4.301854,   0.747808,   4.252384,   0.690685,   2.523896,   0.026261,   2.055508,   1.479128,   0.000000,   1.451519,   3.451866,   0.155632,   2.474406,   4.152147,   3.610490,   0.000000,   2.090914,   2.968411,   1.179894,   9.118353,   2.701313,   2.014512,   4.779824,   7.684915,   0.107770,   3.790664,   6.610468,   4.169604,   4.218893,   3.347702,   4.875601,   1.425025,   4.782828,   2.762697,   5.187665,   2.491036,   3.881684,   7.194230,   5.945981,   5.803462,   4.158407,   4.960620,   4.475448,   3.089345,   3.000705,   0.000000,   2.643160,   7.282069,   3.617386,   5.327723,   3.839977,   3.036036,   4.042953,   4.221017,   4.010689,   6.779470,   0.100565,   4.141042,   3.200902,   5.674164,   2.465285,,   2.947146,   3.277422,   0.962376,   8.194270,  10.853590,   3.413309,   2.895995
2013-04-23,   7.707193,   6.565360,   0.541186,   0.233364,   1.833324,   3.622385,   4.348475,   3.628317,   3.171264,   3.238518,   0.650793,   4.939432,   1.143480,   1.429844,   0.082761,   1.420347,   2.284269,   0.000000,   1.497325,   1.247886,   0.114738,   1.713039,   3.085783,   1.643596,   0.000000,   1.470256,   3.047628,   0.807105,   5.527413,   4.277217,   2.151668,   4.478977,   7.480388,   0.263449,   2.604753,   6.925085,   2.949061,   8.837392,   4.308250,   3.929805,   1.752412,   3.810618,   2.673887,   3.483087,   2.874649,   2.689624,   6.208385,   5.811995,   5.480480,   3.932231,   4.073992,   1.329282,   2.590030,   2.066812,   0.000000,   2.657596,   5.479199,   2.852962,   3.686744,   1.741637,   3.089287,   3.010977,   2.883439,   3.681222,   2.091542,   1.337991,   7.973403,   1.294933,   3.978295,   1.679888,,   4.632488,   1.854363,   0.704483,   6.308471,   9.272678,   2.363544,   1.992981
2013-04-24,   5.117870,   4.498593,   0.660840,   1.599928,   2.634017,   3.264553,   3.968167,   3.191072,   3.441304,   3.053570,   1.018518,   5.183328,   0.814610,   1.821618,   0.086568,   1.540800,   1.858430,   0.033520,   0.432924,   2.936387,   0.016159,   2.813575,   4.100026,   2.698066,   0.000000,   1.478565,   2.172319,   1.079302,   3.461171,   4.903568,   1.248581,   3.548301,   5.096594,   0.225949,   2.808240,   5.110174,   1.610303,   9.939782,   3.707599,   3.484865,   1.032707,   3.765575,   1.998826,   3.155876,   2.833222,   2.130254,   7.308086,   7.638436,   4.133708,   1.583829,   3.552686,   4.378416,   1.905259,   2.421968,   0.000000,   0.741770,   6.417675,   2.612684,   3.469150,   2.097053,   2.251375,   2.643289,   3.641825,   1.915715,   3.294980,   1.496869,   3.551081,   1.888079,   4.673897,   2.468189,,   4.276761,   1.883543,   1.818881,   6.227465,  10.704437,   1.637467,   2.254028
2013-04-25,   4.143547,   4.989096,   0.689890,   1.424501,   2.394500,   2.995357,   3.290139,   3.975825,   2.032827,   3.194578,   0.649421,   3.977544,   0.655840,   2.275890,   0.000000,   0.273927,   0.633193,   0.000000,   0.548823,   2.759610,   0.019960,   1.578776,   3.430609,   1.067129,   0.000000,   0.967550,   2.727236,   0.950190,   1.671038,   2.534965,   1.272481,   2.977309,   5.403870,   0.141470,   3.691101,   5.497988,   2.797008,   4.087791,   3.496865,   2.895581,   1.397555,   4.035108,   1.650920,   2.489984,   1.888118,   1.650398,   4.976166,   5.055660,   1.717850,   2.000481,   5.895643,   2.289475,   1.851593,   1.889303,   0.000000,   0.666699,   4.115295,   1.895789,   2.750691,   1.777444,   2.774524,   2.670158,   2.679959,   4.096731,   2.243391,   0.759624,   2.768438,   1.839599,   0.885197,   1.211505,,   0.720976,   1.979351,   1.009657,   4.543921,   6.931117,   2.196556,   1.596007
